attributes,business_id,categories,city,full_address,hours,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type
"{u'Take-out': True, u'Price Range': 1, u'Outdoor Seating': False, u'Takes Reservations': False, u'Good For Groups': False, u'Delivery': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Attire': u'casual', u'Waiter Service': True, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",NuS9vKwkKOJKEZkN993XJw,"[u'Restaurants', u'Italian']",Roslindale,"4197 Washington St
Roslindale Village
Roslindale, MA 02131",{},42.2872024,-71.1276213,Square Corner Cafe,"[u'Roslindale Village', u'Roslindale']",False,6,4.0,MA,business
"{u'Price Range': 1, u'Accepts Credit Cards': True, u'Wheelchair Accessible': False, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}}",uH7Fdl_AV5evyo0pzUmcvw,"[u'Food', u'Ethnic Food', u'Specialty Food']",Boston,"400 Longwood Ave
Boston, MA 02115",{},42.340096,-71.10935,Dragon Bowl,[],True,20,2.5,MA,business
"{u'Take-out': False, u'Accepts Credit Cards': True, u'Price Range': 3, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'average', u'Good For Kids': False, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Alcohol': u'beer_and_wine', u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': True, u'Ambience': {u'romantic': True, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good for Kids': False, u'BYOB/Corkage': u'no', u'Wheelchair Accessible': False}",GcYMN94gaEgvQyFi9mpCSw,"[u'Seafood', u'Restaurants', u'Italian']",Boston,"119 Salem St
North End
Boston, MA 02113",{},42.3645245,-71.0554771,Ristorante Euno,[u'North End'],True,120,3.5,MA,business
"{u'Price Range': 2, u'Accepts Credit Cards': False, u'Wheelchair Accessible': True, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}}",BfPKrRDzpeQsljyxMa5sSA,"[u'Food', u'Ice Cream & Frozen Yogurt']",Boston,"L St
South Boston
Boston, MA 02127",{},42.33428,-71.035348,The Boathouse,[u'South Boston'],False,5,3.0,MA,business
"{u'Price Range': 2, u'Accepts Credit Cards': True, u'Wheelchair Accessible': True, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}}",bSz6mzaKvSRnVr1l9zszmQ,"[u'Food', u'Ice Cream & Frozen Yogurt']",Boston,"124 Dorchester St
South Boston
Boston, MA 02127",{},42.334887,-71.0465496,P S Scoops,[u'South Boston'],False,6,3.5,MA,business
"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': False, u'Takes Reservations': False, u'Good For Groups': True, u'Delivery': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Attire': u'casual', u'Waiter Service': True, u'Wi-Fi': u'free', u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': False}",U1Gp0I2z05HhapwnE2_8xg,"[u'Food', u'Coffee & Tea', u'Sushi Bars', u'Restaurants']",Allston,"185 Harvard Ave
Allston/Brighton
Allston, MA 02134",{},42.3509305,-71.1314458,Cafe Ivy,[u'Allston/Brighton'],False,23,3.5,MA,business
"{u'Take-out': True, u'Price Range': 1, u'Outdoor Seating': False, u'Noise Level': u'quiet', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': True, u'Delivery': True, u'Attire': u'casual', u'Has TV': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",SGAo-vR3jW0jW4e3Ya9Ruw,"[u'American (Traditional)', u'Pizza', u'Restaurants']",Roslindale,"4025 Washington St
Roslindale
Roslindale, MA 02131","{u'Monday': {u'close': u'22:30', u'open': u'11:00'}, u'Tuesday': {u'close': u'22:30', u'open': u'11:00'}, u'Friday': {u'close': u'22:30', u'open': u'11:00'}, u'Wednesday': {u'close': u'22:30', u'open': u'11:00'}, u'Thursday': {u'close': u'22:30', u'open': u'11:00'}, u'Sunday': {u'close': u'21:30', u'open': u'12:00'}, u'Saturday': {u'close': u'22:30', u'open': u'11:00'}}",42.2919606,-71.1225436,Arboretum Grill,[u'Roslindale'],True,45,3.0,MA,business
"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 2, u'Outdoor Seating': False, u'Caters': True, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': True, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Dogs Allowed': False, u'Attire': u'casual', u'Has TV': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': True, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': True, u'Wi-Fi': u'free', u'Good for Kids': True, u'Alcohol': u'full_bar', u'Wheelchair Accessible': True}",HhCe6sCH4aM2Ms3v-rCedg,"[u'Restaurants', u'Italian']",Dorchester,"1918 Dorchester Ave
Dorchester
Dorchester, MA 02124","{u'Monday': {u'close': u'23:00', u'open': u'16:00'}, u'Tuesday': {u'close': u'23:00', u'open': u'16:00'}, u'Friday': {u'close': u'00:00', u'open': u'16:00'}, u'Wednesday': {u'close': u'23:00', u'open': u'16:00'}, u'Thursday': {u'close': u'23:00', u'open': u'16:00'}, u'Sunday': {u'close': u'22:00', u'open': u'16:00'}, u'Saturday': {u'close': u'00:00', u'open': u'16:00'}}",42.283936680017995,-71.064666135917,Tavolo,[u'Dorchester'],True,134,3.5,MA,business
"{u'Take-out': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': True, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': False, u'Delivery': True, u'Attire': u'casual', u'Has TV': True, u'Good For': {u'dessert': False, u'latenight': True, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': False}",Rqp_1Zrw3LYulTG3Qnl9EA,"[u'Chinese', u'Restaurants']",Roslindale,"888 South St
Roslindale
Roslindale, MA 02131","{u'Monday': {u'close': u'22:30', u'open': u'11:00'}, u'Tuesday': {u'close': u'22:30', u'open': u'11:00'}, u'Friday': {u'close': u'23:30', u'open': u'11:00'}, u'Wednesday': {u'close': u'22:30', u'open': u'11:00'}, u'Thursday': {u'close': u'22:30', u'open': u'11:00'}, u'Sunday': {u'close': u'22:30', u'open': u'12:00'}, u'Saturday': {u'close': u'23:30', u'open': u'11:00'}}",42.288866,-71.134418,Hong Kong 888 Cafe,[u'Roslindale'],True,39,3.5,MA,business
"{u'Accepts Credit Cards': True, u'Price Range': 1, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': True, u'valet': False}}",IxPuvyrdYSNZXEubOqGODQ,"[u'Food', u'Donuts', u'Coffee & Tea']",Brighton,"1955 Beacon St
Brighton, MA 02135","{u'Monday': {u'close': u'00:00', u'open': u'05:00'}, u'Tuesday': {u'close': u'00:00', u'open': u'05:00'}, u'Friday': {u'close': u'00:00', u'open': u'05:00'}, u'Wednesday': {u'close': u'00:00', u'open': u'05:00'}, u'Thursday': {u'close': u'00:00', u'open': u'05:00'}, u'Sunday': {u'close': u'00:00', u'open': u'05:00'}, u'Saturday': {u'close': u'00:00', u'open': u'05:00'}}",42.335715837969,-71.149908360323,Dunkin' Donuts,[],True,17,2.5,MA,business
"{u'Take-out': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': True, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': True, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",qjgJ-UbhpwlIG5bT_E5uMA,"[u'Vietnamese', u'Sandwiches', u'Restaurants']",Dorchester,"1229 Dorchester Ave
Dorchester
Dorchester, MA 02125","{u'Monday': {u'close': u'19:00', u'open': u'06:00'}, u'Tuesday': {u'close': u'19:00', u'open': u'06:00'}, u'Friday': {u'close': u'19:00', u'open': u'06:00'}, u'Wednesday': {u'close': u'19:00', u'open': u'06:00'}, u'Thursday': {u'close': u'19:00', u'open': u'06:00'}, u'Sunday': {u'close': u'19:00', u'open': u'06:00'}, u'Saturday': {u'close': u'19:00', u'open': u'06:00'}}",42.308034,-71.0583535,Kingdo Baguette & Pastry,[u'Dorchester'],False,25,3.5,MA,business
"{u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': True, u'Parking': {u'garage': True, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Wi-Fi': u'no', u'Wheelchair Accessible': True}",dAzuKm3MLP1HOuSQMAXOrQ,"[u'Food', u'Donuts', u'Coffee & Tea']",Boston,"145 Dartmouth St
Back Bay
Boston, MA 02116",{},42.3474827,-71.0758092,Dunkin' Donuts,[u'Back Bay'],True,8,3.5,MA,business
"{u'Take-out': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Outdoor Seating': False, u'Attire': u'casual', u'Waiter Service': False, u'Good for Kids': True, u'Good For Groups': True, u'Price Range': 1}",Bve2PGD_3-G6RFqv-X9aOA,"[u'Japanese', u'Restaurants']",Boston,"417 Washington St
Downtown
Boston, MA 02108",{},42.3556821,-71.0602776,Sakkio Japan,[u'Downtown'],True,8,4.0,MA,business
"{u'Alcohol': u'none', u'Noise Level': u'average', u'Has TV': True, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Good for Kids': True, u'Price Range': 1, u'Delivery': True, u'Caters': False, u'BYOB': False, u'Accepts Credit Cards': True, u'BYOB/Corkage': u'no', u'Take-out': True, u'Wheelchair Accessible': True, u'Outdoor Seating': False, u'Takes Reservations': False, u'Waiter Service': False, u'Wi-Fi': u'no', u'Good For': {u'dessert': False, u'latenight': True, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Kids': True, u'Good For Groups': True}",_1_rcT2RLMRhAWcGqJpaKg,"[u'Burgers', u'Seafood', u'Pizza', u'Restaurants']",Boston,"224 Tremont St
Boston, MA 02116","{u'Monday': {u'close': u'01:00', u'open': u'10:00'}, u'Tuesday': {u'close': u'01:00', u'open': u'10:00'}, u'Friday': {u'close': u'03:00', u'open': u'10:00'}, u'Wednesday': {u'close': u'01:00', u'open': u'10:00'}, u'Thursday': {u'close': u'03:00', u'open': u'10:00'}, u'Sunday': {u'close': u'01:00', u'open': u'10:00'}, u'Saturday': {u'close': u'03:00', u'open': u'10:00'}}",42.3514513,-71.064616,New York Pizza,[],True,150,3.0,MA,business
"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': True, u'Delivery': True, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': True, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",huDmU7vaDHUkojjLNG3cgA,"[u'Vietnamese', u'Restaurants']",Boston,"305 Meridian St
East Boston
Boston, MA 02128","{u'Monday': {u'close': u'22:00', u'open': u'10:00'}, u'Tuesday': {u'close': u'22:00', u'open': u'10:00'}, u'Friday': {u'close': u'22:00', u'open': u'10:00'}, u'Wednesday': {u'close': u'22:00', u'open': u'10:00'}, u'Thursday': {u'close': u'22:00', u'open': u'10:00'}, u'Sunday': {u'close': u'22:00', u'open': u'10:00'}, u'Saturday': {u'close': u'22:00', u'open': u'10:00'}}",42.3773114,-71.0389879,Saigon Hut,[u'East Boston'],True,59,4.0,MA,business
"{u'Take-out': False, u'Accepts Credit Cards': True, u'Price Range': 3, u'Outdoor Seating': True, u'Caters': True, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Has TV': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': True, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': True, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good for Kids': False, u'Alcohol': u'full_bar', u'Wheelchair Accessible': False}",61TG7OLi4LPQlc90UeygrA,"[u'Italian', u'French', u'Restaurants']",Boston,"10 Bosworth St
Downtown
Boston, MA 02108","{u'Monday': {u'close': u'01:00', u'open': u'11:00'}, u'Tuesday': {u'close': u'01:00', u'open': u'11:00'}, u'Friday': {u'close': u'01:00', u'open': u'11:00'}, u'Wednesday': {u'close': u'01:00', u'open': u'11:00'}, u'Thursday': {u'close': u'01:00', u'open': u'11:00'}, u'Sunday': {u'close': u'01:00', u'open': u'11:00'}, u'Saturday': {u'close': u'01:00', u'open': u'11:00'}}",42.357014071346,-71.060306250729,Marliave,[u'Downtown'],True,849,4.0,MA,business
"{u'Take-out': False, u'Accepts Credit Cards': True, u'Price Range': 3, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'average', u'Parking': {u'garage': True, u'street': True, u'validated': True, u'lot': False, u'valet': True}, u'Good For Groups': True, u'Delivery': False, u'Dogs Allowed': False, u'Attire': u'casual', u'Has TV': True, u'Good For': {u'dessert': True, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': True, u'Ambience': {u'romantic': True, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': True, u'Wi-Fi': u'no', u'Good for Kids': False, u'Alcohol': u'full_bar', u'Wheelchair Accessible': True}",jB4CVU599C_nhr9L1tiyIw,"[u'Fondue', u'Restaurants']",Boston,"76 Arlington St
Back Bay
Boston, MA 02116","{u'Monday': {u'close': u'22:00', u'open': u'17:00'}, u'Tuesday': {u'close': u'22:00', u'open': u'17:00'}, u'Friday': {u'close': u'22:00', u'open': u'17:00'}, u'Wednesday': {u'close': u'22:00', u'open': u'17:00'}, u'Thursday': {u'close': u'22:00', u'open': u'17:00'}, u'Sunday': {u'close': u'21:00', u'open': u'16:00'}, u'Saturday': {u'close': u'22:00', u'open': u'16:00'}}",42.350890796476,-71.070052946559,The Melting Pot,[u'Back Bay'],False,258,3.0,MA,business
"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': True, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': False, u'Delivery': True, u'Attire': u'casual', u'Has TV': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': False, u'Wi-Fi': u'no', u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': False}",uFIykV7IhSk4wg6F8OXAew,"[u'Chinese', u'Restaurants']",Boston,"70 Tyler St
Chinatown
Boston, MA 02111","{u'Tuesday': {u'close': u'22:00', u'open': u'11:00'}, u'Friday': {u'close': u'22:00', u'open': u'11:00'}, u'Wednesday': {u'close': u'22:00', u'open': u'11:00'}, u'Thursday': {u'close': u'22:00', u'open': u'11:00'}, u'Sunday': {u'close': u'22:00', u'open': u'11:00'}, u'Saturday': {u'close': u'22:00', u'open': u'11:00'}}",42.3493487,-71.0612668,Royal Palace Restaurant II,[u'Chinatown'],False,42,4.0,MA,business
"{u'Take-out': True, u'Price Range': 1, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Attire': u'casual', u'Delivery': False, u'Outdoor Seating': False, u'Takes Reservations': False, u'Alcohol': u'none', u'Waiter Service': False, u'Accepts Credit Cards': True, u'Good for Kids': True, u'Good For Groups': True, u'Wheelchair Accessible': False}",ebsnbpIuQAExpGRqNGB_TA,"[u'Hot Dogs', u'Restaurants']",Boston,"334 Massachusetts Ave
Boston, MA 02115",{},42.3425177,-71.0843584,Bad Dawgs,[],False,13,3.5,MA,business
"{u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': False, u'Parking': {u'garage': False, u'street': False, u'validated': False, u'lot': False, u'valet': False}, u'Wi-Fi': u'no', u'Wheelchair Accessible': True}",a9t3Fj-H7NenTYklHMU00Q,"[u'Food', u'Donuts', u'Coffee & Tea']",Boston,"106 Cambridge St
Boston, MA 02114",{},42.361749,-71.0663,Dunkin' Donuts,[],True,6,2.5,MA,business
"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': True, u'Noise Level': u'quiet', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': True, u'valet': False}, u'Good For Groups': False, u'Delivery': True, u'Attire': u'casual', u'Has TV': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Takes Reservations': True, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': False, u'Wi-Fi': u'no', u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': False}",yyA45263J-aIpWpB3iMfCA,"[u'Sandwiches', u'Salad', u'Restaurants']",Boston,"36 Northampton St
Boston, MA 02118","{u'Tuesday': {u'close': u'15:00', u'open': u'10:00'}, u'Friday': {u'close': u'15:00', u'open': u'10:00'}, u'Monday': {u'close': u'15:00', u'open': u'10:00'}, u'Wednesday': {u'close': u'15:00', u'open': u'10:00'}, u'Thursday': {u'close': u'15:00', u'open': u'10:00'}}",42.333773,-71.075503,Tom's Sandwich Shop,[],False,20,4.0,MA,business
"{u'Alcohol': u'full_bar', u'Good For Dancing': False, u'Noise Level': u'quiet', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Smoking': u'no', u'Happy Hour': False, u'Has TV': True, u'Outdoor Seating': False, u'Coat Check': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': True, u'classy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Music': {u'dj': False, u'live': False, u'video': False, u'jukebox': True}, u'Accepts Credit Cards': True, u'Wheelchair Accessible': True, u'Good For Groups': True, u'Price Range': 1}",T7PyuqEWrC5S3xmkjfpXAA,"[u'Dive Bars', u'Pubs', u'Bars', u'Nightlife']",Boston,"162 Lincoln St
Waterfront
Boston, MA 02111","{u'Monday': {u'close': u'02:00', u'open': u'11:00'}, u'Tuesday': {u'close': u'02:00', u'open': u'11:00'}, u'Friday': {u'close': u'02:00', u'open': u'11:00'}, u'Wednesday': {u'close': u'02:00', u'open': u'11:00'}, u'Thursday': {u'close': u'02:00', u'open': u'11:00'}, u'Sunday': {u'close': u'22:00', u'open': u'11:00'}, u'Saturday': {u'close': u'02:00', u'open': u'11:00'}}",42.3507871,-71.0585688,The Corner Pub,"[u'Waterfront', u'Leather District', u'South Boston']",True,44,4.0,MA,business
"{u'Take-out': True, u'Accepts Credit Cards': True, u'Drive-Thru': False, u'Outdoor Seating': False, u'Caters': False, u'Noise Level': u'average', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': True, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Price Range': 1, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'breakfast': False, u'brunch': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Waiter Service': False, u'Wi-Fi': u'free', u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",dseMFvWQ3eEZouqbM7kAmQ,"[u'Burgers', u'Restaurants']",Boston,"530 Washington St
Downtown
Boston, MA 02111",{},42.3542901,-71.0616884,U Food Grill,[u'Downtown'],False,104,3.0,MA,business
"{u'Alcohol': u'full_bar', u'Noise Level': u'average', u'Music': {u'dj': False, u'background_music': True, u'karaoke': False, u'live': False, u'video': False, u'jukebox': False}, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Good for Kids': False, u'Price Range': 2, u'Good For Dancing': False, u'Delivery': True, u'Dogs Allowed': False, u'Coat Check': False, u'Smoking': u'no', u'Accepts Credit Cards': True, u'Take-out': True, u'Happy Hour': False, u'Wheelchair Accessible': True, u'Outdoor Seating': False, u'Takes Reservations': True, u'Waiter Service': True, u'Wi-Fi': u'no', u'Caters': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'breakfast': False, u'brunch': False}, u'Parking': {u'garage': False, u'street': True, u'validated': True, u'lot': False, u'valet': False}, u'Has TV': True, u'Good For Groups': True}",A8JCwCcrBlXLMxjPPzYlBg,"[u'Bars', u'American (New)', u'Nightlife', u'Restaurants']",Boston,"15 West St
Downtown
Boston, MA 02111","{u'Monday': {u'close': u'22:00', u'open': u'11:30'}, u'Tuesday': {u'close': u'02:00', u'open': u'11:30'}, u'Friday': {u'close': u'02:00', u'open': u'11:30'}, u'Wednesday': {u'close': u'02:00', u'open': u'11:30'}, u'Thursday': {u'close': u'02:00', u'open': u'11:30'}, u'Sunday': {u'close': u'00:30', u'open': u'10:00'}, u'Saturday': {u'close': u'02:00', u'open': u'11:30'}}",42.354680111885,-71.06215223059,Max & Dylans,[u'Downtown'],False,249,3.5,MA,business
"{u'Take-out': True, u'Accepts Credit Cards': True, u'Price Range': 1, u'Outdoor Seating': False, u'Caters': True, u'Noise Level': u'loud', u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Good For Groups': False, u'Delivery': False, u'Attire': u'casual', u'Has TV': False, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': True, u'dinner': False, u'brunch': False, u'breakfast': False}, u'Takes Reservations': False, u'Ambience': {u'romantic': False, u'intimate': False, u'classy': False, u'hipster': False, u'divey': False, u'touristy': False, u'trendy': False, u'upscale': False, u'casual': False}, u'Waiter Service': False, u'Wi-Fi': u'no', u'Good for Kids': True, u'Alcohol': u'none', u'Wheelchair Accessible': True}",2RP-pDK7WG60cFu30jG49w,"[u'Restaurants', u'Italian']",Boston,"10 St. James St
Back Bay
Boston, MA 02116","{u'Tuesday': {u'close': u'16:00', u'open': u'07:00'}, u'Friday': {u'close': u'16:00', u'open': u'07:00'}, u'Monday': {u'close': u'16:00', u'open': u'07:00'}, u'Wednesday': {u'close': u'16:00', u'open': u'07:00'}, u'Thursday': {u'close': u'16:00', u'open': u'07:00'}}",42.350514,-71.071035,Davio's To Go,[u'Back Bay'],True,25,4.0,MA,business
"{u'Alcohol': u'full_bar', u'Noise Level': u'average', u'Music': {u'dj': False}, u'Attire': u'casual', u'Ambience': {u'romantic': False, u'intimate': False, u'touristy': False, u'hipster': False, u'divey': False, u'classy': False, u'trendy': False, u'upscale': False, u'casual': True}, u'Good for Kids': True, u'Price Range': 2, u'Good For Dancing': False, u'Delivery': False, u'Coat Check': False, u'Smoking': u'no', u'Accepts Credit Cards': True, u'Take-out': True, u'Happy Hour': False, u'Wheelchair Accessible': True, u'Outdoor Seating': False, u'Takes Reservations': True, u'Waiter Service': True, u'Wi-Fi': u'no', u'Caters': True, u'Good For': {u'dessert': False, u'latenight': False, u'lunch': False, u'dinner': True, u'brunch': True, u'breakfast': True}, u'Parking': {u'garage': False, u'street': True, u'validated': False, u'lot': False, u'valet': False}, u'Has TV': True, u'Good For Groups': True}",Dwm4JIJpVL0jg4X4oSXFqw,"[u'Bars', u'Mexican', u'Nightlife', u'Restaurants']",East Boston,"150 Meridian St
East Boston
East Boston, MA 02128","{u'Monday': {u'close': u'02:00', u'open': u'09:00'}, u'Tuesday': {u'close': u'02:00', u'open': u'09:00'}, u'Friday': {u'close': u'02:00', u'open': u'09:00'}, u'Wednesday': {u'close': u'02:00', u'open': u'09:00'}, u'Thursday': {u'close': u'02:00', u'open': u'09:00'}, u'Sunday': {u'close': u'02:00', u'open': u'08:00'}, u'Saturday': {u'close': u'02:00', u'open': u'08:00'}}",42.3738427,-71.039188,La Hacienda Restaurant and Bar,[u'East Boston'],True,55,4.0,MA,business
